code;description;type;family;a;b
CSBOPW;Ma Pause D\u00E9tox By WW;THALAS;P;false;false
CSCOPI;Away with the girls;THALAS;P;false;false
CSDOR;My Golden Islands Cruise Break;THALAS;P;false;false
CSECJE;Secret de Jeunesse;THALAS;P;false;false
CSEPHE;ma pause \u00E9ph\u00E9m\u00E8re;THALAS;P;false;false
CSEREN;Serenity;THALAS;P;false;false
CSILSE;Silhouette serenity;THALAS;P;false;false
CSLIB;ma pause libert\u00E9 1 \u00E0 3 jrs;THALAS;P;false;false
CSMALI;My Power Slimming Break;THALAS;P;false;false
CSMASC;My masculine break;THALAS;P;false;false
CSMAST;Marine Serenity;THALAS;P;false;false
CSMEBE;My Sea & Wellness Break;THALAS;P;false;false
CSMEN;My Sea & Men Break 1-3 days;THALAS;P;false;false
CSMUMB;My Babymoon Break;THALAS;P;false;false
CSOCEA;Ocean Sport;THALAS;P;false;false
CSOTHY;My Excellence Sothys Break;THALAS;P;false;false
CSOUIR;Evasion Oc\u00E9ane Souiri;THALAS;P;false;false
CSPORT;Coaching sur Mer;THALAS;P;false;false
CSSARD;ma pause en Sardaigne;THALAS;P;false;false
CSSPA;My Sea & Spa Break 1-3 days;THALAS;P;false;false
CSUBAG;Activ Beauty Week;THALAS;P;false;false
CSUBEB;Sublim\ Eclat Beaut\u00E9;THALAS;P;false;false
CSUBEC;Pure Radiance;THALAS;P;false;false
CSUNIH;For the men;THALAS;P;false;false
CSVIT;My high-vitamin break 1-3 days;THALAS;P;false;false
CSWOME;My Sea & Spa Break for women;THALAS;P;false;false
CSZEN;My Zen break  1-3 days;THALAS;P;false;false
CSZEN2;Our Zen break 1-3 days;THALAS;P;false;false
CTHAGO;Thalasso & Golf;THALAS;P;false;false
CUCOO;Eastern Cocooning;THALAS;P;false;false
CUJDEC;Discovery day;THALAS;P;false;false
CULLIV;Ulliveto di Benessere;THALAS;P;false;false
CUR142;Programme Slimming Starter;THALAS;P;false;false
CUR143;programme Slimming design;THALAS;P;false;false
CUR144;Treatment for Two package;THALAS;P;false;false
CUR145;Programme Slimming Tonic;THALAS;P;false;false
CURE01;Evasion et Beaut\u00E9 Berb\u00E8re;THALAS;P;false;false
CURE03;Relaxing Beauty treatment package;THALAS;P;false;false
CURE10;Essential programme;THALAS;P;false;false
CURE13;Mid Week of Thalasso;THALAS;P;false;false
CURE69;Coaching-Training;THALAS;P;false;false
CURE70;Escale Fleur de Peau;THALAS;P;false;false
CURE71;Programme Wellness;THALAS;P;false;false
CURE73;Mediterranean treatment package;THALAS;P;false;false
CURE74;Equilibre et Forme;THALAS;P;false;false
CURE76;Prestige treatment package;THALAS;P;false;false
CURE77;Les Essentielles Corses;THALAS;P;false;false
CURE78;Extreme package;THALAS;P;false;false
CUREDD;Relaxing treatment package;THALAS;P;false;false
CUREDE;Relaxation;THALAS;P;false;false
CUREFA;Active Form;THALAS;P;false;false
CURESA;Qui\u00E9tude des Sables;THALAS;P;false;false
CUREUD;Masculin;THALAS;P;false;false
CURJDM;Marine Relaxation day;THALAS;P;false;false
CURMBE;Male Well-Being treatment package;THALAS;P;false;false
CURMXL;Masculine XL treatment package;THALAS;P;false;false
CURVPL;I Giardini di Tropea;THALAS;P;false;false
CVENTR;Happiness Stomach;THALAS;P;false;false
CVHARM;Harmony week;THALAS;P;false;false
CVOYAG;Journey of the Senses;THALAS;P;false;false
CYEQU;Balance cycle;THALAS;P;false;false
CYMAR;Marine cycle;THALAS;P;false;false
CYMON;World cycle;THALAS;P;false;false
CYREN;Rebirth cycle;THALAS;P;false;false
CYRST;Reset cycle;THALAS;P;false;false
DECOUV;Discovery package;THALAS;P;false;false
DECPRE;Escale D\u00E9tente Douceur;THALAS;P;false;false
DEUJEU;Second Youth;THALAS;P;false;false
EANTIA;Echapp\u00E9e Anti-\u00C2ge;THALAS;P;false;false
EBEMED;Echapp\u00E9e Beaut\u00E9 M\u00E9dit\u00E9rran\u00E9enne;THALAS;P;false;false
EBREAK;Break between Girls;THALAS;P;false;false
EBURNO;Echapper au Burnout;THALAS;P;false;false
ECANAG;Anti-Aging Getaway;THALAS;P;false;false
ECARTE;Echapp\u00E9e \u00E0 la carte;THALAS;P;false;false
ECBABN;Baby Shower Getaway;THALAS;P;false;false
ECBABY;Baby Shower Getaway;THALAS;P;false;false
ECBEME;Mediterranean Beauty Getaway;THALAS;P;false;false
ECBURN;Anti-Burnout Getaway;THALAS;P;false;false
ECCART;Mix & Match Getaways;THALAS;P;false;false
ECCITD;City Detox Getaway;THALAS;P;false;false
ECCOAC;Coaching Getaway;THALAS;P;false;false
ECCOAN;Coaching Getaway;THALAS;P;false;false
ECCOTR;Corsica Training Getaway;THALAS;P;false;false
ECHAPM;Seaside Getaway;THALAS;P;false;false
ECHCIT;ECHAPPEE CITY D\STRESS;THALAS;P;false;false
ECHLIB;Echapp\u00E9e en toute Libert\u00E9;THALAS;P;false;false
ECHMER;Seaside Getaway;THALAS;P;false;false
ECHPRO;ECHAPPEE PRO AGE PERFECT;THALAS;P;false;false
ECMEDE;Delight Seaside Getaway;THALAS;P;false;false
ECMEN;Mens Getaway;THALAS;P;false;false
ECMNN;Men\s Getaway;THALAS;P;false;false
ECNATP;Nature and Provence Getaway;THALAS;P;false;false
ECOCSO;Souiri Oceanic Getaway;THALAS;P;false;false
ECORSI;Corsica training Breakaway;THALAS;P;false;false
ECPLCD;Delight mindfulness Getaway;THALAS;P;false;false
ECPLCO;Mindfulness Getaway;THALAS;P;false;false
ECPREL;Prestige & Freedom Getaway;THALAS;P;false;false
ECPREU;Ultimate Prestige & Freedom Getaway;THALAS;P;false;false
ECSILH;Silhouette Getaway;THALAS;P;false;false
ECSPOC;Marine Sports Getaway;THALAS;P;false;false
ECSTAR;Sports Starter Getaway;THALAS;P;false;false
ECSUBL;Sublime & Spa Getaway;THALAS;P;false;false
ECVSEC;Getaway Journey For The Senses Corsica;THALAS;P;false;false
EDELIG;Echapp\u00E9e Delight;THALAS;P;false;false
EDSTRE;Echapp\u00E9e D-Stress;THALAS;P;false;false
EEVEIL;Awake your senses in Corsica;THALAS;P;false;false
EINTSP;Echapp\u00E9e Intens\u00E9ment Spa;THALAS;P;false;false
EJAMBE;Echapp\u00E9e Jambes L\u00E9g\u00E8res;THALAS;P;false;false
EMAA;Aesthetic Marine Anti-Ageing treatment;THALAS;P;false;false
EMEB;Uliveto di Benessere;THALAS;P;false;false
EMERID;Echapp\u00E9e M\u00E9ridionnale;THALAS;P;false;false
ENATUR;Echapp\u00E9e Nature et Provence;THALAS;P;false;false
EPDETO;Echapp\u00E9e Pure D\u00E9tox;THALAS;P;false;false
EPLCON;Echapp\u00E9e Pleine Conscience;THALAS;P;false;false
EPREST;Echapp\u00E9e Prestige et Libert\u00E9;THALAS;P;false;false
EQUISA;Equilibre et Sant\u00E9;THALAS;P;false;false
ESBEMA;Marine Beauty Getaway;THALAS;P;false;false
ESBONH;A Taste of Hapiness;THALAS;P;false;false
ESCACF;ESCALE LA COTE FLEURIE;THALAS;P;false;false
ESCAEP;ESCALE ECRIN PRECIEUX;THALAS;P;false;false
ESCALA;Anti-Aging Getaway;THALAS;P;false;false
ESCALB;Beauty Gateway;THALAS;P;false;false
ESCALC;Dolce Momentu Getaway;THALAS;P;false;false
ESCALD;Detox Getaway;THALAS;P;false;false
ESCALE;Getaway for Her;THALAS;P;false;false
ESCALH;Turkish Bath Gateway;THALAS;P;false;false
ESCALL;Honeymoon getaway;THALAS;P;false;false
ESCALM;Benefits of the sea Getaway;THALAS;P;false;false
ESCALP;Pure Detox Getaway;THALAS;P;false;false
ESCALS;Sea & Spa Getaway;THALAS;P;false;false
ESCALT;Desert Treasures Gateway;THALAS;P;false;false
ESCALZ;Zen Getaway;THALAS;P;false;false
ESCAVG;Road To Happiness Stopover;THALAS;P;false;false
ESCAWW;Escale Weight Watchers;THALAS;P;false;false
ESCBEA;Beauty Gateway;THALAS;P;false;false
ESCBEM;Marine Beauty Stopover;THALAS;P;false;false
ESCBRE;Girls Stopover;THALAS;P;false;false
ESCCLA;Calabria Getaway;THALAS;P;false;false
ESCDET;Relaxation Stopover;THALAS;P;false;false
ESCDFM;Seaside Getaway for Two;THALAS;P;false;false
ESCDTA;Abroad Getaway for Two;THALAS;P;false;false
ESCDUM;Seaside Stopover for Two;THALAS;P;false;false
ESCDUO;Abroad Stopover For Two;THALAS;P;false;false
ESCGMA;Spring Tides Discovery Stopover;THALAS;P;false;false
ESCILE;Isle Of Beauty Stopover;THALAS;P;false;false
ESCJUL;Escale Rehab. de Julie Ferrez;THALAS;P;false;false
ESCLIB;Freedom Stopover;THALAS;P;false;false
ESCLIG;Slimming Stopover;THALAS;P;false;false
ESCLIN;Slimming Stopover;THALAS;P;false;false
ESCLSP;Lunch & Spa Stopover;THALAS;P;false;false
ESCMAR;Marine Stopover;THALAS;P;false;false
ESCMEN;Sea & men;THALAS;P;false;false
ESCMEQ;Sea & balance;THALAS;P;false;false
ESCMOC;Stopover For Two;THALAS;P;false;false
ESCMUM;Mum to be;THALAS;P;false;false
ESCOCE;Escale oc\u00E9ane;THALAS;P;false;false
ESCOLF;Thalassotherapy Golf Getaway;THALAS;P;false;false
ESCOPI;Escale Entre Copines;THALAS;P;false;false
ESCORI;Secrets of the East Getaway;THALAS;P;false;false
ESCORS;Escale Ile de Beaut\u00E9;THALAS;P;false;false
ESCPAR;Perfumes Of Provence Stopover;THALAS;P;false;false
ESCPOL;Escale polaire;THALAS;P;false;false
ESCPRE;Escale pr\u00E9cieuse;THALAS;P;false;false
ESCPUG;Apulia Getaway;THALAS;P;false;false
ESCSAR;Sardinia Getaway;THALAS;P;false;false
ESCSEA;Sea & Spa Stopover;THALAS;P;false;false
ESCSED;Escale Sea & Spa Delight;THALAS;P;false;false
ESCSEO;Secrets of the East Getaway;THALAS;P;false;false
ESCSOU;Chic Souiri Stopover;THALAS;P;false;false
ESCSPB;Spa & Beauty Stopover;THALAS;P;false;false
ESCSTR;De-stress Getaway;THALAS;P;false;false
ESCSUB;Radiance Getaway;THALAS;P;false;false
ESCTRE;Treasure Of The Desert Stopover;THALAS;P;false;false
ESCVIT;Vitality Stopove;THALAS;P;false;false
ESCZEN;Zen Stopover;THALAS;P;false;false
ESGDM2;Large tide 2 treatments and trip;THALAS;P;false;false
ESGDM4;Large tide 4 treatments and trip;THALAS;P;false;false
ESILHO;Echapp\u00E9e Silhouette;THALAS;P;false;false
ESJEUN;Escale Jeunesse;THALAS;P;false;false
ESMOME;Escale Moments de Complicit\u00E9;THALAS;P;false;false
ESOUIR;Echap\u00E9e Oc\u00E9ane Souiri;THALAS;P;false;false
ESPOCE;Sport and Ocean Breakaway;THALAS;P;false;false
ESSOUI;Escale Souiri Chic;THALAS;P;false;false
ESSPAB;Escale Spa et Beaut\u00E9;THALAS;P;false;false
ESTHMA;Slimming excellence;THALAS;P;false;false
ESUBLI;Echapp\u00E9e Sublim\Eclat;THALAS;P;false;false
ETGOLF;Echapp\u00E9e Thalasso Golf;THALAS;P;false;false
FORMAS;Men\s Marine Program;THALAS;P;false;false
FORSIL;Fitness and Figure;THALAS;P;false;false
FORSKI;Fitness and Skiing package;THALAS;P;false;false
FSBOMI;My Marine Beauty Break;THALAS;P;false;false
FSCOPR;My Personalized Luxury Break;THALAS;P;false;false
FSJEMA;My New Mother Break 1-6 days;THALAS;P;false;false
FSLIB;My wellness break, my way;THALAS;P;false;false
FSLIBS;My Wellness Break, my way stg;THALAS;P;false;false
FSPREC;My Beauty Deluxe Break 1-6 days;THALAS;P;false;false
FSTONI;My tonic break;THALAS;P;false;false
FSVOYA;My World of Welness Break 1-6 D;THALAS;P;false;false
GCBE;Golf Club & Well-being;THALAS;P;false;false
GLFBIE;Golf and Well-being;THALAS;P;false;false
JAMBTO;Light Legs program;THALAS;P;false;false
JDCOUV;Day Excursion including meal;THALAS;P;false;false
JDECOU;Discovery Day treatment package;THALAS;P;false;false
JMAMAN;New Mother;THALAS;P;false;false
JMAMBE;Mother & Baby;THALAS;P;false;false
LSAGE;My wellness break with my age;THALAS;P;false;false
LSBAJO;ma pause bain de jouvence;THALAS;P;false;false
LSBASO;My better-sleep break 6 days;THALAS;P;false;false
LSBOMI;My healthy-skin break 4-6 days;THALAS;P;false;false
LSBOMS;My Healthy-skin Break 4-6 D stg;THALAS;P;false;false
LSBOPO;My body-positive break 6 days;THALAS;P;false;false
LSBOPS;My Body-positive Break 6 D stg;THALAS;P;false;false
LSBORE;My Body-repair Break 4-6 days;THALAS;P;false;false
LSBORS;My Body-repair Break 4-6 D stg;THALAS;P;false;false
LSCASI;My Sports Skills Break ind;THALAS;P;false;false
LSCASP;My Sports Skills Break;THALAS;P;false;false
LSCOPR;ma pause prestige 4 \u00E0 6 jrs;THALAS;P;false;false
LSCORS;My Break on the Isle of Beauty;THALAS;P;false;false
LSDEAC;My Disconnect & Reboot Break;THALAS;P;false;false
LSDEAI;My Disconnect & Reboot Break ind;THALAS;P;false;false
LSDIVI;My Divine Break by KOS;THALAS;P;false;false
LSDOS;My Well-being of the Back Break;THALAS;P;false;false
LSDSTR;My deep-relaxation break 4-6days;THALAS;P;false;false
LSDSTS;My Deep-relaxation Break4-6D stg;THALAS;P;false;false
LSECLA;My anti-age break by Dermalogica;THALAS;P;false;false
LSEQUI;My Health & Balance Break;THALAS;P;false;false
LSEVBE;ma pause \u00E9vasion beaut\u00E9 berb\u00E8re;THALAS;P;false;false
LSEVOC;My Oceans Escape Break;THALAS;P;false;false
LSEVOS;ma pause \u00E9vasion oc\u00E9ane strong;THALAS;P;false;false
LSEXCL;My Exclusiv Slimming Break;THALAS;P;false;false
LSEXSA;My Expert Care Break;THALAS;P;false;false
LSGOLF;My Body-positive Break golf;THALAS;P;false;false
LSGOTH;ma pause golf & thalasso;THALAS;P;false;false
LSHAMI;My Harmony & Slimming Break;THALAS;P;false;false
LSJEMA;My New Mother Break 4-6 days;THALAS;P;false;false
LSJMAS;My New Mother Break 6 days;THALAS;P;false;false
LSLIFT;My Lift & Tone Break;THALAS;P;false;false
LSMABE;Our Mum and Baby Break;THALAS;P;false;false
LSMAGO;My Ocean Magnificence Break stg;THALAS;P;false;false
LSMALI;My Body-slimming Break 4-6 days;THALAS;P;false;false
LSMALS;My Body-slimming Break 6days stg;THALAS;P;false;false
LSMENO;My Healthy-skin Break Menopause;THALAS;P;false;false
LSMERS;My Sea & Sleep Break;THALAS;P;false;false
LSMOND;My World of Serenity Break 6days;THALAS;P;false;false
LSOLIG;My Oligo-elements Break;THALAS;P;false;false
LSOSTE;My Marine Osteopathy Break;THALAS;P;false;false
LSREAD;My Functional Rehabilitation Break;THALAS;P;false;false
LSSARD;ma pause essences sardes;THALAS;P;false;false
LSSEYS;My Secret of youth break;THALAS;P;false;false
LSSILH;My Silhouette Break;THALAS;P;false;false
LSSTAR;My Sport Starter Break;THALAS;P;false;false
LSSTAS;My Sport Starter Break by Polar;THALAS;P;false;false
LSTHMA;My Marine Therapy Break;THALAS;P;false;false
LSTRAI;My Corsica Training Break;THALAS;P;false;false
LSURFI;Surfin Quiberon;THALAS;P;false;false
LSVENT;My Inner Harmony Break 6days stg;THALAS;P;false;false
LSVIT;My high-vitamin break 4-6 days;THALAS;P;false;false
LSVITS;Men High-vitamin Break;THALAS;P;false;false
LSZEN;My Zen break  4-6 days;THALAS;P;false;false
MAGOCE;Magnificence Oc\u00E9ane;THALAS;P;false;false
MARR6J;6-day Marrakech treatment package;THALAS;P;false;false
MASCTO;Coaching Tonic;THALAS;P;false;false
MASCUL;Male treatment package;THALAS;P;false;false
MECBIE;Dreams of Healthy Cuisine;THALAS;P;false;false
MEDANT;Can\t get enough Anti-Aging;THALAS;P;false;false
MEDAPU;Dreams of Relaxation in Apulia;THALAS;P;false;false
MEDBDM;MES ENVIES DE BAIN DE MER;THALAS;P;false;false
MEDBEA;Can\t get enough Beauty;THALAS;P;false;false
MEDBEH;Mes Envies de Beaut\u00E9 et Harmonie;THALAS;P;false;false
MEDBEM;Can\t get enough Moroccan Beauty;THALAS;P;false;false
MEDBOU;Dreams of Being Active;THALAS;P;false;false
MEDBPR;Mes envies de beaut\u00E9 prestige;THALAS;P;false;false
MEDBSA;Can\t get enough Sardinian beaut;THALAS;P;false;false
MEDCAL;Mes envies de senteur calabraise;THALAS;P;false;false
MEDCEL;Dreams of Radiance;THALAS;P;false;false
MEDCMP;Can\t get Enough Complicity;THALAS;P;false;false
MEDCOC;Can\t get enough Cocooning;THALAS;P;false;false
MEDCOM;Can\t get enough Time for us;THALAS;P;false;false
MEDCSP;Can\t Get Enough Sports Coach;THALAS;P;false;false
MEDDAB;MES ENVIES DE DETENTE ABSOLUE;THALAS;P;false;false
MEDDC;Mes Envies de d\u00E9couverte marine;THALAS;P;false;false
MEDDCM;Mes Envies de Douceur Marine;THALAS;P;false;false
MEDDEM;Mes Envies D\u00E9tente M\u00E9diterran\u00E9e;THALAS;P;false;false
MEDDET;Can\t get enough Relaxation;THALAS;P;false;false
MEDDMA;Mes envies de d\u00E9tente marine;THALAS;P;false;false
MEDDOU;MES ENVIES DE DOUCEUR MARINE;THALAS;P;false;false
MEDDUO;Mes Envies de Duo;THALAS;P;false;false
MEDEAG;Can\t get enough Anti-Aging;THALAS;P;false;false
MEDECL;Can\t get enough Radiance;THALAS;P;false;false
MEDEGO;Cooking Excursion;THALAS;P;false;false
MEDENA;Sailing Excursion;THALAS;P;false;false
MEDENT;Dreams of Relaxation;THALAS;P;false;false
MEDESC;Can\t get enough Excursions;THALAS;P;false;false
MEDESM;Mes envies d\escapade marine;THALAS;P;false;false
MEDESP;Sporting Excursion;THALAS;P;false;false
MEDETM;Mes Envies entre Terre et Mer;THALAS;P;false;false
MEDEVA;Flying Excursion;THALAS;P;false;false
MEDEVS;Mes Envies d\\u00E9vasion marine;THALAS;P;false;false
MEDFEM;Dreams of Femininity;THALAS;P;false;false
MEDFOR;Can\t get enough Exercise;THALAS;P;false;false
MEDGGL;Mes Envies de Golf au GrandLarge;THALAS;P;false;false
MEDGLF;Can\t get enough Exercices;THALAS;P;false;false
MEDGOL;Mes Envies de R\u00E9cup\u00E9ration;THALAS;P;false;false
MEDHAR;Can\t get enough Holistic health;THALAS;P;false;false
MEDHUI;Mes Envies de Parfum Huile Olive;THALAS;P;false;false
MEDINS;Dreams of Something Unique;THALAS;P;false;false
MEDISE;Mes Envies d\Id\u00E9ale Sensation;THALAS;P;false;false
MEDJBE;Mes Envies de Journ\u00E9e Bien-\u00CAtre;THALAS;P;false;false
MEDJDM;Mes Envies Journ\u00E9e D\u00E9tenteMarine;THALAS;P;false;false
MEDJEU;Can\t get enough Youth radiance;THALAS;P;false;false
MEDJMA;Mes Envies de Jeune Maman;THALAS;P;false;false
MEDJMM;Mes Envies Journ\u00E9e Mer Modelage;THALAS;P;false;false
MEDKID;My Way Kids Spa;THALAS;P;false;false
MEDLEQ;Mes Envies de ligne et \u00E9quilibre;THALAS;P;false;false
MEDLIF;Mes Envies de Lift-Fermet\u00E9;THALAS;P;false;false
MEDLUS;MES ENVIES DE LUNCH AND SPA;THALAS;P;false;false
MEDMAN;Dreams of Men\s Well-being;THALAS;P;false;false
MEDMAS;Can\t get enough Wellness forhim;THALAS;P;false;false
MEDMEM;Mes Envies de Mer et Spa;THALAS;P;false;false
MEDMER;Can\t get enough of the Med;THALAS;P;false;false
MEDMOD;Can\t get enough Massages;THALAS;P;false;false
MEDORI;Can\t get enough Oriental Beauty;THALAS;P;false;false
MEDOUC;Mes Envies de Douceur;THALAS;P;false;false
MEDPBE;Mes Envies de Parenth\u00E8seBien\u00CAtre;THALAS;P;false;false
MEDPER;Can\t get enough Sports;THALAS;P;false;false
MEDPLA;Dreams of Beaches;THALAS;P;false;false
MEDPLO;Can\t get enough diving;THALAS;P;false;false
MEDPSS;Mes envies de pause sea & spa;THALAS;P;false;false
MEDPTH;Mes Envies de Pause Thalasso;THALAS;P;false;false
MEDREL;Can\t get enough Makeovers;THALAS;P;false;false
MEDSDE;Mes Envies de Secrets de D\u00E9sert;THALAS;P;false;false
MEDSER;Can\t get enough Serenity;THALAS;P;false;false
MEDSKP;MES ENVIES DE SKIN PERFUSION;THALAS;P;false;false
MEDSPO;Can\t get enough Exercise;THALAS;P;false;false
MEDSPR;Mes Envies Senteurs Proven\u00E7ales;THALAS;P;false;false
MEDTEE;My Way Teenagers;THALAS;P;false;false
MEDTHA;Dreams of Thalassotherapy;THALAS;P;false;false
MEDTON;Can\t get enough Toning;THALAS;P;false;false
MEDTOX;Dreams of Detox;THALAS;P;false;false
MEDTPR;Mes envies de thalasso prestige;THALAS;P;false;false
MEDVOY;Can\t get enough of Travels;THALAS;P;false;false
MILLSE;Thousand Sensations treatment package;THALAS;P;false;false
MIMPCD;Half-board Slimming treatment package;THALAS;P;false;false
MINCMA;Slimming week;THALAS;P;false;false
NOVCA1;Soin 1;THALAS;P;false;false
NOVCA2;Soin 2;THALAS;P;false;false
OXYJEU;OXY-Jeunesse;THALAS;P;false;false
PARBIN;Parenth\u00E8se Bien-\u00EAtre;THALAS;P;false;false
PASSBE;Wellness Passeport;THALAS;P;false;false
PASSOX;Oxygen Passport;THALAS;P;false;false
PRAFFU;Optimization - Return-to-Sport Club;THALAS;P;false;false
PRDEFI;Challenge - Return-to-Sport Club;THALAS;P;false;false
PRDSTR;De-stress Program;THALAS;P;false;false
PRESTL;Ultimate  Freedom Breakaway;THALAS;P;false;false
PRREAT;Back in the Game - Return-to-Sport Club;THALAS;P;false;false
PRSTSP;Starter Fitness Program;THALAS;P;false;false
RECUCE;Recovery - Return-to-Sport Club;THALAS;P;false;false
REDUC3;Re-education;THALAS;P;false;false
REDUC4;4-Treatment Renewal package;THALAS;P;false;false
RELAX;Wellness and spa stay;THALAS;P;false;false
RFORME;Fitness Week;THALAS;P;false;false
SECJEU;Secret of Youth in Quiberon;THALAS;P;false;false
SEJEUN;Secret of Youth;THALAS;P;false;false
SEMACA;Teen Companion Week;THALAS;P;false;false
SEMACC;Treat your companion :​ Discovery;THALAS;P;false;false
SEMAWW;ma pause WW;THALAS;P;false;false
SENHAR;Harmony Sensation;THALAS;P;false;false
SILHOU;Silhouette;THALAS;P;false;false
SOINPK;Soins Packag\u00E9s;THALAS;P;false;false
SOLEIL;Sun treatment package;THALAS;P;false;false
SOLMAR;Marrakech Sun treatment package;THALAS;P;false;false
SQASP;Me time premium sequence;THALAS;P;false;false
SQGLO;Glow sequence;THALAS;P;false;false
SQLP;Easy flow sequence;THALAS;P;false;false
SQREG;Regeneration sequence;THALAS;P;false;false
SQSOI;Me time sequence;THALAS;P;false;false
STRSPO;Starter Fitness - Return-to-Sport;THALAS;P;false;false
SUBLIM;S\u00E9r\u00E9nit\u00E9;THALAS;P;false;false
SUPDDN;Suppl. Christmas Eve dinner;THALAS;P;false;false
SUPDI5;Supplement for not arriving on a Sunday;THALAS;P;false;false
T4SAIS;The Four Seasons of Health;THALAS;P;false;false
TBCALA;Calabraise Beauty Instant;THALAS;P;false;false
TBEASU;Ma beaut\u00E9 sublim\u00E9e;THALAS;P;false;false
TBEAUT;Instants Beaut\u00E9;THALAS;P;false;false
TBECAR;Wellness Your Way;THALAS;P;false;false
TBSARD;Sarde Beauty Instant;THALAS;P;false;false
TBURNO;Echapper au burn-out;THALAS;P;false;false
TCELEC;La CellECTIVE;THALAS;P;false;false
TCELMN;CellMen;THALAS;P;false;false
TCHEQN;Balance and Health Checkup;THALAS;P;false;false
TCHEQS;Balance and Health Checkup;THALAS;P;false;false
TCHEUV;Instant Cheveux;THALAS;P;false;false
TCMDST;Slim & Slender:​ D-Stock 30;THALAS;P;false;false
TCMSIL;Slim & Slender:​ Toning 30;THALAS;P;false;false
TCOAME;Coaching sur mer;THALAS;P;false;false
TCOMPL;Complicity Instant;THALAS;P;false;false
TCOPRE;Collection prestige;THALAS;P;false;false
TCORTR;Corsica Training;THALAS;P;false;false
TCSDOS;Back Essentials;THALAS;P;false;false
TCSSAR;Flexibility & Joints;THALAS;P;false;false
TDBEAU;Beauty ShortBreak;THALAS;P;false;false
TDECOU;Companion Discovery Week;THALAS;P;false;false
TDEFI;Challenge;THALAS;P;false;false
TDEFSA;My Health Challenge;THALAS;P;false;false
TDETOX;Detox;THALAS;P;false;false
TDSEA;Sea & Spa ShortBreak;THALAS;P;false;false
TDST30;Capital minceur D-Stock 30;THALAS;P;false;false
TDSTOC;Slim & Slender:​ D-Stock;THALAS;P;false;false
TDSTRE;D-stress;THALAS;P;false;false
TDTONI;Tonic ShortBreak;THALAS;P;false;false
TDZEN;Zen ShortBreak;THALAS;P;false;false
TELJOU;Global Wellness;THALAS;P;false;false
TENEVI;Vital Energy;THALAS;P;false;false
TEQUIL;Balance & Health;THALAS;P;false;false
TESSEN;Essence of Sardinia;THALAS;P;false;false
TEVBER;Escape & Berber Beauty;THALAS;P;false;false
TEVSOU;Souiri Oceanic Getaway;THALAS;P;false;false
TEXCLU;Exclusiv Slimming;THALAS;P;false;false
TEXPER;Instants Experts;THALAS;P;false;false
TFBE18;Forme et Bien-\u00CAtre Vitalit\u00E9 18;THALAS;P;false;false
TFBEVD;Fitness & Wellness:​ Vitality 30;THALAS;P;false;false
TFBEVI;Fitness & Wellness:​ Vitality;THALAS;P;false;false
TFBEZD;Fitness & Wellness:​ Zen 18;THALAS;P;false;false
TFBEZE;Fitness & Wellness:​ Zen;THALAS;P;false;false
TFOMAS;Mens Seawater Fitness;THALAS;P;false;false
TFORME;Formes & forme;THALAS;P;false;false
TFORSI;Slim & Toned;THALAS;P;false;false
TGOLF6;Golf & Seawater spa;THALAS;P;false;false
TGOLFP;Golf Performance;THALAS;P;false;false
TGOLFT;Golf & Thalasso;THALAS;P;false;false
THAFIT;My Thalasso Fitness;THALAS;P;false;false
THAL;Thalassotherapy;THALAS;P;false;false
THALAS;Package Thalasso;THALAS;P;false;false
THAPMU;Happy mummy;THALAS;P;false;false
TIGIAR;Tropea Gardens;THALAS;P;false;false
TKIBLI;Prestige and Freedom;THALAS;P;false;false
TLIBED;Bien-\u00EAtre en toute libert\u00E9 Delight;THALAS;P;false;false
TLIBER;Total Freedom;THALAS;P;false;false
TLIFTS;Lift & Tone;THALAS;P;false;false
TMABUL;The Ultimate in Seawater Spa;THALAS;P;false;false
TMAGNI;Ocean Magnificence;THALAS;P;false;false
TMAMA6;New mother;THALAS;P;false;false
TMAMAN;New Mother;THALAS;P;false;false
TMBEBE;Mother & Baby;THALAS;P;false;false
TMENOP;Menopause & You;THALAS;P;false;false
TMERSM;Waters Of The World;THALAS;P;false;false
TMERSO;Sea & Sleep;THALAS;P;false;false
TMIADN;Slimming For Teens;THALAS;P;false;false
TMIADO;Slimming For Teens;THALAS;P;false;false
TMODEL;Shaping Instant;THALAS;P;false;false
TMODMO;World Massage;THALAS;P;false;false
TNATPR;Nature et Provence;THALAS;P;false;false
TOCEAN;Escale oc\u00E9ane;THALAS;P;false;false
TOSTAA;Ost\u00E9o Marine;THALAS;P;false;false
TOSTEA;Ost\u00E9o Marine;THALAS;P;false;false
TOSTEO;Osteo Relief;THALAS;P;false;false
TOSTOO;Osteo Relief;THALAS;P;false;false
TOXYJE;Oxy-Youth;THALAS;P;false;false
TPARMO;Around the world;THALAS;P;false;false
TPLCOD;Pleine conscience Delight;THALAS;P;false;false
TPLCON;Pleine conscience;THALAS;P;false;false
TREADA;Functional Rehabilitation;THALAS;P;false;false
TRELAX;Serenity;THALAS;P;false;false
TRELOO;Relooking instant;THALAS;P;false;false
TRITJE;Rituel jeunesse;THALAS;P;false;false
TSECJE;Secret of Youth;THALAS;P;false;false
TSECLO;Secrets of Longevity;THALAS;P;false;false
TSENSH;Harmony Sensation;THALAS;P;false;false
TSEREN;Serenity Instant;THALAS;P;false;false
